"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"AR","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","246.5","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","284","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","358","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","249","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","384","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","477","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","452","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","298.5","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","299","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","352.5","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","242","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","253","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","306.5","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","260.5","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","291","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","290","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","272","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","338","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","352","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","296","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","254","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","273","","10/01/2014","09/30/2015"
"MS","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","249","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","264","","10/01/2014","09/30/2015"
"NC","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","294","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","225","","10/01/2014","09/30/2015"
"NE","Emergency Department","Average time patients spent in the emergency department, before they were admitted to the hospital as an inpatient A lower number of minutes is better (high)","ED_1b_HIGH_MIN","341","","10/01/2014","09/30/2015"
